;Perm State University, Perm, Russia, 614990;;;;
86108;483;363;0.00661624;59.94509888;55.80360031
86109;483;363;0.00311352;59.94520187;55.79290009
86110;483;363;0.00311344;59.94599915;55.80670166
86111;483;363;0.00661545;59.94910049;55.76139832
86112;483;363;0.342391014;59.95449829;55.77970123
86113;483;363;0.00272386;59.95100021;55.79370117
86114;483;363;0.00194559;59.95130157;55.73059845
86115;483;363;0.0101163;59.95399857;55.74900055
86116;483;363;0.00194521;59.957901;55.78179932
86117;483;363;0.00427897;59.96160126;55.75379944
86118;483;363;0.0151707;59.96210098;55.76039886
86119;483;363;0.00622214;59.97140121;55.7901001
86120;483;363;0.00427755;59.97280121;55.79119873
86121;483;363;0.00272188;59.97529984;55.78680038
86122;483;363;0.0101092;59.97729874;55.79270172
86123;483;363;0.00272172;59.97689819;55.79029846
86124;483;363;0.039656799;59.97930145;55.77299881
86125;483;363;0.00427683;59.97840118;55.79130173
86126;483;363;0.00233262;59.98099899;55.77259827
86127;483;363;0.00194369;59.98389816;55.76699829
86128;483;363;0.0295421;59.98619843;55.76919937
86129;483;363;0.00349833;59.98690033;55.76470184
86130;483;363;0.00427563;59.9878006;55.75709915
86131;483;363;0.00699643;59.98799896;55.77069855
86132;483;363;0.00660764;59.98849869;55.76879883
86133;483;363;0.00233209;59.98880005;55.74560165
86134;483;363;0.0112715;59.98949814;55.77330017
86135;483;363;0.00505253;59.99089813;55.74549866
86136;483;363;0.0116594;59.99160004;55.77470016
86137;483;363;0.022152601;59.99219894;55.77190018
86138;483;363;0.00388639;59.99229813;55.7480011
86139;483;363;0.00816125;59.99309921;55.77550125
86140;483;363;0.00233182;59.99269867;55.75299835
86141;484;362;0.00682739;58.87369919;57.88619995
86142;484;362;0.00240952;58.8757019;57.89099884
86143;484;362;0.00522028;58.87810135;57.89580154
86144;484;362;0.032524899;58.87960052;57.90319824
86145;484;362;0.00321234;58.87969971;57.90060043
86146;484;362;0.025296099;58.88119888;57.9117012
86147;484;362;0.00762885;58.88169861;57.90719986
86148;484;362;0.078288503;58.88510132;57.90869904
86149;484;362;0.0184671;58.88700104;57.92100143
86150;484;362;0.00281008;58.88850021;57.92359924
86151;484;362;0.014449;58.895401;57.93230057
86152;484;362;0.00361221;58.89569855;57.91989899
86153;484;362;0.00361212;58.89659882;57.92089844
86154;484;362;0.0108362;58.89699936;57.93109894
86155;484;362;0.00441476;58.89709854;57.92250061
86156;484;362;0.00240798;58.89810181;57.93040085
86157;484;362;0.00361195;58.89830017;57.9341011
86158;484;362;0.00722372;58.89920044;57.93450165
86159;484;362;0.00682237;58.8993988;57.93239975
86160;484;362;0.0160519;58.90090179;57.93510056
86161;484;362;0.00922993;58.90050125;57.9272995
86162;484;362;0.063802101;58.90319824;57.93289948
86163;484;362;0.00280897;58.90219879;57.93560028
86164;484;362;0.00642032;58.90319824;57.93590164
86165;484;362;0.00200637;58.90299988;57.92770004
86166;484;362;0.00401264;58.90380096;57.92770004
86167;484;362;0.00321005;58.90459824;57.92210007
86168;484;362;0.00401245;58.90539932;57.93130112
86169;484;362;0.070616797;58.90660095;57.92580032
86170;484;362;0.00240737;58.9068985;57.93379974
86171;484;362;0.0132404;58.90739822;57.93629837
86172;484;362;0.00922815;58.90729904;57.94060135
86173;484;362;0.00481448;58.90879822;57.93849945
86174;484;362;0.00641921;58.90930176;57.9416008
86175;484;362;0.00200601;58.90919876;57.93019867
86176;484;362;0.0152406;58.92070007;57.88000107
86177;484;362;0.00481254;58.92269897;57.87189865
86178;484;362;0.00401049;58.92250061;57.8730011
86179;484;362;0.00360912;58.92549896;57.87350082
86180;484;362;0.00601514;58.92589951;57.88079834
86181;484;362;0.076185897;58.92860031;57.87670135
86182;484;362;0.00320775;58.9292984;57.88420105
86183;484;362;0.00320649;58.94300079;57.89799881
86184;484;362;0.00721384;58.94680023;57.88090134
86185;484;362;0.0056102;58.95019913;57.92139816
86186;484;362;0.0136238;58.95270157;57.91949844
86187;484;362;0.0036062;58.95370102;57.89400101
86188;484;362;0.0088147;58.95550156;57.89239883
86189;484;362;0.0140232;58.95589828;57.91289902
86190;484;362;0.00200334;58.95539856;57.92050171
86191;484;362;0.00280429;58.96039963;57.91189957
86192;484;362;0.0112166;58.96210098;57.90359879
86193;484;362;0.00360535;58.9618988;57.89810181
86194;484;362;0.048869401;58.96409988;57.90650177
86195;484;362;0.00280382;58.96609879;57.89619827
86196;484;362;0.00360492;58.96609879;57.91410065
86197;484;362;0.00240231;58.97999954;57.88159943
86198;484;362;0.00400344;58.98350143;57.89339828
86199;484;362;0.0104085;58.98500061;57.88370132
86200;484;362;0.00240193;58.98519897;57.88240051
86201;484;362;0.0332243;58.98799896;57.88890076
86202;484;362;0.00240169;58.98880005;57.88759995
86203;484;362;0.0028019;58.98989868;57.88990021
86204;484;362;0.0028018;58.99110031;57.89189911
86205;484;362;0.0136085;58.99169922;57.92340088
86206;484;362;0.00480298;58.9919014;57.92039871
86207;484;362;0.00320143;58.99779892;57.90969849
86208;484;362;0.0140011;59.01060104;57.90779877
86209;484;362;0.00320018;59.01150131;57.90660095
86210;485;364;0.028237499;59.35250092;53.4477005
86211;485;364;0.00847139;59.35139847;53.44309998
86212;485;364;0.00211783;59.35219955;53.42369843
86213;485;364;0.00352968;59.35319901;53.42890167
86214;485;364;0.0112948;59.35390091;53.42549896
86215;485;364;0.00494149;59.35369873;53.41230011
86216;485;364;0.00282369;59.35409927;53.42979813
86217;485;364;0.00211776;59.354599;53.43130112
86218;485;364;0.00917681;59.35580063;53.4496994
86219;485;364;0.00282362;59.35599899;53.41279984
86220;485;364;0.00211772;59.35609818;53.41500092
86221;485;364;0.022588599;59.35720062;53.41500092
86222;485;364;0.00211769;59.35689926;53.44950104
86223;485;364;0.0023052;59.3586998;53.41260147
86224;485;364;0.00705879;59.35900116;53.44910049
86225;485;364;0.0119995;59.3614006;53.45080185
86226;485;364;0.00282339;59.36209869;53.44860077
86227;485;364;0.00211753;59.36259842;53.44839859
86228;485;364;0.00211752;59.36299896;53.45009995
86229;485;364;0.00776381;59.36709976;53.45320129
86230;485;364;0.021879099;59.36959839;53.45439911
86231;485;364;0.00776349;59.37039948;53.48300171
86232;485;364;0.00564605;59.37189865;53.48400116
86233;485;364;0.0169376;59.37440109;53.48590088
86234;485;364;0.0112911;59.37850189;53.46319962
86235;485;364;0.0105853;59.37939835;53.49000168
86236;485;364;0.00846811;59.38040161;53.46559906
86237;485;364;0.00493956;59.38349915;53.49689865
86238;485;364;0.0451595;59.38679886;53.50049973
86239;485;364;0.00211648;59.39989853;53.52659988
86240;485;364;0.00705476;59.40179825;53.53499985
86241;485;364;0.00775467;59.45539856;53.50139999
86242;485;364;0.0169168;59.46649933;53.49449921
86243;485;364;0.00986801;59.4673996;53.48070145
86244;485;364;0.00422908;59.46839905;53.48009872
86245;485;364;0.00281939;59.46849823;53.47869873
86246;485;364;0.0148015;59.4701004;53.4864006
86247;485;364;0.0274878;59.47200012;53.48749924
86248;485;364;0.00211442;59.47320175;53.49240112
86249;485;364;0.0028192;59.4734993;53.48870087
86250;485;364;0.0197339;59.4754982;53.49710083
86251;485;364;0.0204385;59.47610092;53.49079895
86252;485;364;0.016209399;59.47779846;53.49560165
86253;485;364;0.0119808;59.47809982;53.50239944
86254;485;364;0.00352376;59.47850037;53.49119949
86255;485;364;0.00845682;59.48040009;53.47100067
86256;485;364;0.00634261;59.48040009;53.50979996
86257;485;364;0.007752;59.48130035;53.49140167
86258;485;364;0.00211418;59.48139954;53.46929932
86259;485;364;0.022548299;59.49089813;53.45859909
86260;485;364;0.0049323;59.49309921;53.45970154
86261;485;364;0.00986435;59.49499893;53.44919968
86262;485;364;0.00211381;59.49459839;53.45709991
86263;485;364;0.00704592;59.49549866;53.45869827
86264;485;364;0.00352288;59.49710083;53.46590042
86265;485;364;0.00422743;59.49769974;53.46829987
86266;485;364;0.017613299;59.5019989;53.47309875
86267;485;364;0.00493141;59.50669861;53.47119904
86268;485;364;0.00563573;59.50859833;53.47689819
86269;485;364;0.00211339;59.50899887;53.47999954
86270;485;364;0.00352232;59.50930023;53.4836998
86271;485;364;0.0147935;59.51029968;53.4822998
86272;485;364;0.00211334;59.51079941;53.47990036
86273;485;364;0.00422658;59.51250076;53.47909927
86274;486;359;0.00280156;59.93379974;53.88529968
86275;486;359;0.00350171;59.93880081;53.8771019
86276;486;359;0.00700279;59.94509888;53.88420105
86277;486;359;0.00350117;59.95009995;53.8871994
86278;486;359;0.00420083;59.9598999;53.89120102
86279;486;359;0.069241002;59.9620018;53.89759827
86280;486;359;0.0186707;59.96379852;53.89390182
86281;486;359;0.0073902;59.96500015;53.8995018
86282;486;359;0.0105014;59.96670151;53.89789963
86283;486;359;0.00233363;59.96680069;53.89910126
86284;486;359;0.0031114;59.96789932;53.89730072
86285;486;359;0.00427811;59.96849823;53.9034996
86286;486;359;0.090610802;59.97109985;53.89920044
86287;486;359;0.00349998;59.97109985;53.90610123
86288;486;359;0.052101601;59.97710037;53.90299988
86289;486;359;0.00233297;59.97629929;53.90439987
86290;486;359;0.00349929;59.97769928;53.90589905
86291;486;359;0.0104968;59.98109818;53.89649963
86292;486;359;0.00489954;59.98070145;53.91479874
86293;486;359;0.00544246;59.98320007;53.90340042
86294;486;359;0.0118983;59.98400116;53.91970062
86295;486;359;0.00349951;59.98389816;53.85850143
86296;486;359;0.00349946;59.98500061;53.85380173
86297;486;359;0.00559907;59.98590088;53.91289902
86298;486;359;0.0097983;59.98649979;53.8606987
86299;486;359;0.00660789;59.98720169;53.90359879
86300;486;359;0.00209961;59.98730087;53.9137001
86301;486;359;0.00209961;59.98749924;53.86029816
86302;486;359;0.00349918;59.99060059;53.85960007
86303;486;359;0.0090978;59.99119949;53.91429901
86304;486;359;0.0034991;59.99240112;53.91149902
86305;486;359;0.00489868;59.99330139;53.91159821
86306;486;359;0.047791202;60.00030136;53.91270065
86307;486;359;0.043878902;60.02069855;53.92240143
86308;486;359;0.204978004;60.02859879;53.9239006
86309;486;359;0.00271765;60.02700043;53.92720032
86310;486;359;0.00419555;60.04980087;53.93149948
86311;486;359;0.0104886;60.05210114;53.93460083
86312;487;364;0.480168998;60.01079941;53.46210098
86313;487;364;0.0023402;60.00709915;53.45909882
86314;488;359;0.588824987;60.18690109;53.97840118
86315;488;359;0.00502274;60.18719864;53.98389816
86316;488;359;0.00270434;60.18970108;53.98270035
86317;488;359;0.0123609;60.19469833;53.98189926
86318;488;359;0.057154801;60.20289993;53.97909927
86319;488;359;0.00270329;60.20259857;53.98320007
86320;488;359;0.00347557;60.20349884;53.98210144
86321;488;359;0.00231688;60.2057991;53.9754982
86322;488;359;0.00656374;60.20959854;53.98619843
86323;488;359;0.00193044;60.21080017;53.98329926
86324;488;359;0.0424673;60.21269989;53.98329926
86325;488;359;0.00849295;60.21469879;53.98550034
86326;489;362;0.31171301;59.42440033;58.08430099
86327;489;362;0.139779001;59.42359924;58.08980179
86328;489;362;0.078028098;59.42900085;58.09609985
86329;489;362;0.0608376;59.43330002;58.09260178
86330;489;362;0.067327797;59.4701004;58.11930084
86331;489;362;0.104635999;59.47359848;58.14839935
86332;489;362;0.062772296;59.47890091;58.13140106
86333;489;362;0.0230284;59.48160172;58.12929916
86334;489;362;0.0290573;59.48199844;58.14690018
86335;489;362;0.040745098;59.48899841;58.12879944
86336;489;362;0.032280698;59.49779892;58.13650131
86337;489;362;0.074712299;59.50310135;58.13159943
86338;489;362;0.119468004;59.51269913;58.1473999
86339;489;362;0.077438898;59.51620102;58.14149857
86340;489;362;0.116521001;59.51860046;58.15670013
86341;489;362;0.032422699;59.53070068;58.13439941
86342;489;362;0.108975999;59.53889847;58.13359833
86343;489;362;0.108975999;59.53860092;58.14519882
86344;489;362;0.089162201;59.54249954;58.14530182
86345;489;362;0.0063044;59.54219818;58.14110184
86346;489;362;0.0117082;59.5428009;58.1391983
86347;489;362;0.0612427;59.54449844;58.13840103
86348;489;362;0.00990691;59.5442009;58.14379883
86349;489;362;0.0126089;59.54439926;58.10359955
86350;489;362;0.081056997;59.54750061;58.10720062
86351;489;362;0.00810565;59.5469017;58.1487999
86352;489;362;0.032422598;59.54790115;58.14120102
86353;489;362;0.049534801;59.55189896;58.11149979
86354;489;362;0.0450317;59.55149841;58.10279846
86355;489;362;0.0117082;59.55260086;58.14509964
86356;489;362;0.061242599;59.55410004;58.15179825
86357;489;362;0.0576405;59.55459976;58.11610031
86358;489;362;0.0288203;59.55500031;58.10829926
86359;489;362;0.00540381;59.55659866;58.10029984
86360;489;362;0.00720506;59.55690002;58.1108017
86361;489;362;0.045402501;59.55799866;58.15359879
86362;489;362;0.00540377;59.55749893;58.14839935
86363;489;362;0.0128286;59.55889893;58.12110138
86364;489;362;0.023336699;59.56010056;58.11429977
86365;489;362;0.017111899;59.56200027;58.16289902
86366;489;362;0.00990693;59.56940079;58.13610077
86367;489;362;0.016211299;59.57049942;58.1391983
86368;489;362;0.0108075;59.5707016;58.13499832
86369;489;362;0.024317;59.57180023;58.13090134
86370;489;362;0.00720503;59.5719986;58.13639832
86371;489;362;0.00810565;59.57189941;58.14599991
86372;489;362;0.063944697;59.57329941;58.14490128
86373;489;362;0.255870998;59.57789993;57.99119949
86374;489;362;0.045031399;59.57600021;58.14450073
86375;489;362;0.00720504;59.57500076;58.13389969
86376;489;362;0.127889007;59.57870102;58.13589859
86377;489;362;0.00630439;59.57649994;58.14699936
86378;489;362;0.0099069;59.57799911;58.14820099
86379;489;362;0.0108076;59.5802002;58.13349915
86380;489;362;0.053137001;59.5821991;58.14580154
86381;489;362;0.00900628;59.58129883;58.14300156
86382;489;362;0.0612428;59.58549881;58.14110184
86383;489;362;0.024317;59.58509827;58.13740158
86384;489;362;0.043230101;59.58739853;58.14580154
86385;489;362;0.0117082;59.5868988;58.1493988
86386;489;362;0.016211299;59.58879852;58.1405983
86387;489;362;0.0153107;59.58980179;58.14590073
86388;489;362;0.0099069;59.59220123;58.14649963
86389;489;362;0.00720504;59.59379959;58.13059998
86390;489;362;0.021615099;59.59619904;58.14749908
86391;489;362;0.249474004;59.60150146;58.14379883
86392;489;362;0.067547098;59.59870148;58.15050125
86393;489;362;0.019813901;59.60279846;58.13750076
86394;489;362;0.057640102;59.61050034;58.15259933
86395;489;362;0.017111899;59.61399841;58.15230179
86396;489;362;0.0126088;59.61380005;58.16249847
86397;489;362;0.144178003;59.61709976;58.1556015
86398;489;362;0.073853001;59.61859894;58.02420044
86399;489;362;0.0279194;59.61759949;58.16339874
86400;489;362;0.139517993;59.62779999;58.03160095
86401;489;362;0.032423198;59.6310997;58.03490067
86402;489;362;0.130593002;59.63370132;58.03850174
86403;489;362;0.069349498;59.63589859;58.04669952
86404;489;362;0.036025699;59.64070129;58.05179977
86405;489;362;0.0135096;59.64139938;58.06069946
86406;489;362;0.0153109;59.64260101;58.04899979
86407;489;362;0.0153109;59.64479828;58.05139923
86408;489;362;0.017112199;59.64550018;58.04660034
86409;489;362;0.0243173;59.64690018;58.05780029
86410;489;362;0.0108077;59.64849854;58.05730057
86411;489;362;0.00810577;59.6507988;58.05780029
86412;489;362;0.0396282;59.65399933;58.0625
86413;489;362;0.0135096;59.65359879;58.05530167
86414;489;362;0.067548104;59.65750122;58.06399918
86415;489;362;0.00630449;59.65950012;58.06169891
86416;489;362;0.012609;59.66030121;58.06650162
86417;489;362;0.036926299;59.66220093;58.06639862
86418;489;362;0.0369264;59.66730118;58.03689957
86419;489;362;0.0180129;59.67020035;58.04029846
86420;489;362;0.00630452;59.67129898;58.03720093
86421;489;362;0.00720515;59.67129898;58.04529953
86422;489;362;0.00540386;59.67269897;58.0381012
86423;489;362;0.0234167;59.67369843;58.04970169
86424;489;362;0.0153109;59.67380142;58.07170105
86425;489;362;0.00900645;59.6753006;58.0447998
86426;489;362;0.0135097;59.6753006;58.05130005
86427;489;362;0.101773001;59.67760086;58.0564003
86428;489;362;0.0288205;59.67649841;58.07460022
86429;489;362;0.0063045;59.67620087;58.04800034
86430;489;362;0.048567601;59.67810059;58.04750061
86431;489;362;0.021165;59.67860031;58.07479858
86432;489;362;2.039940119;59.70420074;58.08769989
86433;489;362;0.00630448;59.68149948;58.06959915
86434;489;362;0.0135097;59.68320084;58.05170059
86435;489;362;0.0117084;59.6833992;58.05649948
86436;489;362;0.00810575;59.68360138;58.07109833
86437;489;362;0.00540385;59.68460083;58.05830002
86438;489;362;0.00900639;59.68560028;58.07839966
86439;489;362;0.00720511;59.68740082;58.07989883
86440;489;362;0.00630448;59.68880081;58.08150101
86441;489;362;0.00810575;59.68980026;58.0821991
86442;489;362;0.178326994;59.69549942;58.06850052
86443;489;362;0.054038201;59.69710159;58.08760071
86444;489;362;0.018913399;59.69789886;58.09479904
86445;489;362;0.038727399;59.69940186;58.09260178
86446;489;362;0.00810577;59.69860077;58.07690048
86447;489;362;0.00900636;59.70069885;58.0904007
86448;489;362;0.00540383;59.70149994;58.07899857
86449;489;362;0.039627999;59.70249939;58.09540176
86450;489;362;0.116511002;59.70420074;58.23350143
86451;489;362;0.0117083;59.70479965;58.0984993
86452;489;362;0.00810571;59.70569992;58.10540009
86453;489;362;0.0117083;59.70690155;58.08349991
86454;489;362;0.171121001;59.71089935;58.10559845
86455;489;362;0.159517005;59.71260071;58.24349976
